,Summary,top_terms
150,"The revelation came as the Russian government said Rosneft had signed a long-term oil supply deal with China.""The two companies [Rosneft and CNPC] have agreed on the pre-payment for long-term deliveries,"" said Russian oil official Sergei Oganesyan.The Kremlin said on Tuesday that the $6bn which Russian state bank VEB lent state-owned Rosneft to help buy Yugansk in turn came from Chinese banks.The deal between Rosneft and CNPC is seen as part of China's desire to secure long-term oil supplies to feed its booming economy.The deal sees Rosneft receive $6bn in credits from China's CNPC.Reports said CNPC had been offered 20% of Yugansk in return for providing finance but the company opted for a long-term oil supply deal instead.China lent Russia $6bn (Â£3.2bn) to help the Russian government renationalise the key Yuganskneftegas unit of oil group Yukos, it has been revealed.But Yugansk was sold to a little known shell company which in turn was bought by Rosneft.Yugansk was sold for $9.3bn in an auction last year to help Yukos pay off part of a $27bn bill in unpaid taxes and fines.","['term', 'help', 'deal', 'chinese', 'china', 'yukos', 'oil', 'russian', 'yugansk', 'rosneft']"
151,"Australian brewer Fosters has bought a large stake in Australian winemaker Southcorp, sparking rumours of a possible takeover.Fosters bought 18.8% of Southcorp, the global winemaker behind the Penfolds, Lindemans and Rosemount brands, for 4.17 Australian dollars per share.Fosters bought the 18.8% stake from Reline Investments, the family investment firm for the Oatleys, who founded the Rosemount Estates label and sold it to Southcorp in 2001.Since then, it has paid $1bn for US wine maker Robert Mondavi, bought last month.Fosters has done a back-flip"", said Shawn Burns, a fund manger at Deutsche Asset Management.Fosters said it was currently in discussions ""which may lead to a major corporate announcement"".Analysts were divided on Thursday about whether Fosters was more likely to go for a takeover or merely wanted to take a big enough chunk of Southcorp to prevent it falling to a rival.The prospect of Fosters launching a major acquisition startled investors, as the brewer said last summer that it was not looking to expand through a big buy in the near future.Fosters' main wine business is Beringer Blass Wine Estate.Southcorp's shares have risen in recent months on speculation that it could become a takeover target.","['shares', 'asked', '1bn', 'stake', 'bought', 'takeover', 'australian', 'wine', 'southcorp', 'fosters']"
152,"Japan's Sumitomo Mitsui Financial has withdrawn its takeover offer for rival bank UFJ Holdings, enabling the latter to merge with Mitsubishi Tokyo.Sumitomo, Japan's third-largest bank, tabled a higher offer for UFJ than its rival, valuing the company at $35bn.However, UFJ's management was known to prefer the offer from Mitsubishi Tokyo Financial Group (MTFG), Japan's second-largest bank.UFJ Holdings, Japan's fourth-largest bank, has been at the centre of a fierce bid battle over the last year.Sumitomo bosses told counterparts at UFJ of its decision on Friday, clearing the way for it to conclude a 3 trillion yen ($29bn) deal with Mitsubishi.Mitsubishi's takeover of UFJ - which will be Japan's largest-ever takeover deal - will still have to be approved by shareholders of the two firms.","['merge', 'takeover', 'offer', 'largest', 'trillion', 'bank', 'japanese', 'japan', 'mitsubishi', 'ufj']"
153,"Mr Sullivan, 42, has already pleaded guilty to fraud and will be sentenced following Mr Ebbers' trial, where he is appearing as a prosecution witness.Mr Sullivan has spent two days being cross-examined by lawyers for former Worldcom chief executive Mr Ebbers.Mr Ebbers is on trial for fraud and conspiracy in relation to WorldCom's collapse in 2002.Mr Ebbers, 63, has always insisted that he was unaware of any hidden shortfalls in WorldCom's finances.Attorney Reid Weingarten has attempted to portray Mr Sullivan as a liar and on Thursday quizzed him about his decision to commit fraud to meet analysts' profit estimates.The former finance officer said Mr Ebbers knew about the improper accounting entries that were made between 2000 and 2002 to conceal soaring expenses and inflate revenue.","['evidence', 'mci', 'collapse', 'guilty', 'trial', 'fraud', 'mr', 'sullivan', 'worldcom', 'ebbers']"
154,"Mr Fischer will face a delicate balancing act - both in political and economic terms - between Mr Sharon and finance minister Binyamin Netanyahu, who also backed his nomination.But his appointment has also raised hopes that it could bring in fresh investment - and perhaps even an improvement in the country's credit rating Mr Fischer first went to Israel for six months in 1973, and almost emigrated there before deciding finally to return to the US.Stanley Fischer, vice chairman of banking giant Citigroup, has agreed to take the Bank of Israel job subject to approval from parliament and cabinet.Israel has asked a US banker and former International Monetary Fund director to run its central bank.Mr Fischer, who speaks fluent Hebrew, will have to become an Israeli citizen to take the job.","['package', 'citigroup', 'economy', 'economic', 'minister', 'finance', 'job', 'mr', 'bank', 'israel']"
155,"The budget deficit hit a record $412bn in the 12 months to 30 September 2004, after reaching $377bn in the previous fiscal year.The US budget deficit is set to hit a worse-than-expected $368bn (Â£197bn) this year, officials said on Tuesday.Past Congressional Budget Office (CBO) forecasts said there would be a $348bn shortfall in the 2005 fiscal year.The cost of military operations still needs to be factored in, with analysts saying the deficit could end up a further $100bn in the red.The CBO also forecast a total shortfall of $855bn for the years from 2006 to 2015, an improvement on previous projections.In November, the gap between US exports and imports widened to more than $60bn, a record figure.","['administration', 'iraq', 'president', 'costs', 'previous', 'fiscal', 'operations', 'military', 'budget', 'deficit']"
156,"The economy has grown for six quarters but growth slowed dramatically in the last quarter amid weaker global demand.Japanese industrial output fell in October while unemployment rose, casting further doubt on the strength of the country's economic recovery.Analysts had been forecasting a 0.1% rise in month on month industrial output.According to figures from the Ministry of Economy, Trade and Industry (METI), the decline was led by a fall in demand for electronic parts for mobile phones and digital televisions.Although inventories fell 0.7% month on month, they were 36% higher than a year ago.Japanese government officials played down the latest data, arguing that domestic consumer demand was still resilient.","['01', 'quarter', 'october', 'economy', 'demand', 'output', 'japan', 'unemployment', 'industrial', 'month']"
157,"Despite a short-lived increase in Palestinian jobs in 2003, the economy is performing well below its potential, said a World Bank report.According to the report, Intifada, Closures and Palestinian Economic Crisis: An Assessment, there is a close link between the number of closures - both border closures and internal closures between cities - and Palestinian economic problems.However, during the first half of this year, the Palestinian economy lost more than 22,000 jobs.The report said even more would be on the poverty line without an average of $950m a year from international donors, some of which goes towards job creation.Young people are particularly hard hit with 37% out of work, compared with 14% four years ago.But 104,000 new jobs were created last year during a brief easing of violence and closures.","['line', 'particularly', 'jobs', 'poverty', 'crisis', 'economic', 'bank', 'report', 'west', 'palestinian']"
158,"But officials said stagnant growth was still stifling the job market.With unemployment stuck above 4 million for years, the government of Chancellor Gerhard Schroeder has put job creation at the top of the agenda.The seasonally adjusted rise showed a smaller rise than expected, as government measures to encourage job creation began to take effect.""But growth of 0.1%... in the third quarter is still insufficient to deliver positive momentum to the labour market.""""Job creation measures probably prevented a stronger increase in the seasonally adjusted numbers.""""The deterioration of the labour market does not come as a surprise,"" said Isabelle Kronawitter at Hypovereinsbank.","['work', 'euro', 'effect', 'adjusted', 'german', 'labour', 'measures', 'creation', 'job', 'unemployment']"
159,"There are now 27 countries seeking membership of the WTO.The World Trade Organisation (WTO) is to hold membership talks with both Iraq and Afghanistan.But several nations criticised the approach, and European Union ambassador to the WTO, Carlo Trojan, said Iran's application ""must be treated independently of political issues"".Before the process gets under way, all 148 WTO members must give their backing to applicant countries.Membership of the Geneva-based WTO helps guarantee a country's goods receives equal treatment in the markets of other member states - a policy which has seen it become closely associated with globalisation.But Iran's bid to join the trade body has been refused after the US blocked its application for the 21st time.","['country', 'members', 'process', 'talks', 'trade', 'nations', 'countries', 'iraq', 'membership', 'wto']"
160,"Bombardier said restructuring plans drawn up by Mr Tellier's would continue to be implemented.Mr Tellier had indicated he wanted to stay at the world's top train maker and third largest manufacturer of civil aircraft until the restructuring was complete.""I understand the board's concern that I would not be there for the long-term and the need to develop and execute strategies, and the need to reshape the management structure at this time,"" Mr Tellier said in a statement on Monday.Earlier this month the firm said it earned $10m (Â£19.2m) in the third quarter, down from a profit of $133m a year ago.Under Mr Tellier's tenure at the company, which began in January 2003, plans to cut the worldwide workforce of 75,000 by almost a third by 2006 were announced.","['shares', 'plans', 'company', 'firm', 'need', 'board', 'management', 'dollars', 'mr', 'restructuring']"
161,"Both executives helped Mr Botin orchestrate Spain's biggest bank merger, between Santander and Banco Central Hispano, in 1999.The trial of Emilio Botin, the chairman of Spain's most powerful bank, Santander Central Hispano, has started in Madrid.In spite of the allegations against him, Mr Botin continues to lead Santander, and was instrumental in the Â£8.5bn takeover last November of the British bank Abbey National.Mr Corcostegui, a former CEO at Santander, also asked the court for new evidence to be admitted.Mr Botin is accused of misusing the bank's funds after he approved the payment of 160m euros ($208m; Â£111m) in bonus and pension payouts to two former executives.","['high', 'set', 'saying', 'chairman', 'central', 'court', 'executives', 'bank', 'mr', 'trial']"
162,"The unfolding scale of the disaster in south Asia had little immediate impact on US shares, however.But the disaster has little impact on stock markets in the US and Asia.Shares in Munich Re and Swiss Re - the world's two biggest reinsurers - both fell 1.7% as the market speculated about the cost of rebuilding in Asia.In India, where more than 2,000 people are thought to have died, the rupee shed 0.1% against the dollar Analysts said that it was difficult to predict the total cost of the disaster and warned that share prices and currencies would come under increasing pressure as the bills mounted.Shares in Europe's leading reinsurers and travel firms have fallen as the scale of the damage wrought by tsunamis across south Asia has become apparent.The Thai baht lost 0.3% against the US currency, trading at 39.10.Shares fell just 0.03%.Investors pointed out, however, that declines probably would be industry specific, with the travel and insurance firms hit hardest.However, the overall impact on Asia's largest stock market, Japan's Nikkei, was slight.Reisurance firms such as Swiss Re and Munich Re lost value as investors worried about rebuilding costs.Travel companies also took a hit, with Japan's Kinki Nippon sliding 1.5% and HIS dropping 3.3%.Insurers and reinsurance firms were also under pressure in Europe.Germany's benchmark Dax index closed the day 16.29 points lower at 3.817.69 while France's Cac index of leading shares fell 5.07 points to 3.817.69.Travel-related shares dropped in Europe, with companies such as Germany's TUI and Lufthansa and France's Club Mediterranne sliding.","['points', 'fell', 'disaster', 'damage', 'singapore', 'swiss', 'asia', 'travel', 'impact', 'shares']"
163,"Mr Bell took over as chief executive after his predecessor as CEO, Jim Cantalupo, died suddenly of a heart attack in April.Mr Bell leaves a wife and daughter.Having worked closely with Mr Cantalupo, who came out of retirement to turn McDonald's around, Mr Bell focused on boosting demand at existing restaurants rather than follow a policy of rapid expansion.Charlie Bell, the straight-talking former head of fast-food giant McDonald's, has died of cancer aged 44.Mr Bell oversaw McDonald's ""I'm lovin' it"" advertising campaign and introduced successes such as McCafe, now the biggest coffee shop brand in Australia and New Zealand.Joining the company as a 15-year-old part-time worker, Mr Bell quickly moved through its ranks, becoming Australia's youngest store manager at 19.Colleagues said that Mr Bell was proud of his humble beginnings, helping out behind cash tills and clearing tables when visiting restaurants.","['company', 'chief', 'took', 'life', 'family', '44', 'australia', 'mr', 'mcdonald', 'bell']"
164,"US banking giant Citigroup has sold its Travelers Life & Annuity insurance arm to Metlife for $11.5bn (Â£6.1bn).The company will pay between $1bn and $3bn in Metlife stock with the rest being made up of cash.Travelers had sales of $5.2bn in 2004 and made a profit of $901m.For Metlife, the US's leading insurance company, the purchase gives it access to a much larger distribution network.It has total net assets of $96bn.","['network', 'rest', 'away', 'includes', 'deal', 'profit', 'banking', 'insurance', 'citigroup', 'metlife']"
165,"Fiat claims that GM is legally obliged to buy the 90% of the car unit it does not already own; GM says the contract, signed in 2000, is no longer valid.""Fiat may be willing to cancel the 'put' in exchange for money.""Fiat will meet car giant General Motors (GM) on Tuesday in an attempt to reach agreement over the future of the Italian firm's loss-making auto group.However, GM argues that a Fiat share sale made last year, which cut GM's holding to 10%, together with asset sales made by Fiat have terminated the agreement.""As far as we are aware, the Agnelli family, which indirectly controls at least 30% of Fiat, has not given a firm public indication that it wants to sell the auto business.In recent weeks, Fiat has reiterated its claims that this 'put' is still valid and legally binding.","['firm', 'claims', 'reach', 'willing', 'italian', 'agreement', 'car', 'auto', 'gm', 'fiat']"
166,"""Creditors would seek strong financial sanctions against LG Group if LG Card is liquidated,"" said Yoo Ji-chang, governor of Korean Development Bank (KDB) - one of the card firm's major creditors.LG Card's creditors have given LG group until Wednesday to sign up to a $1.1bn rescue package.LG Card's creditors have threatened parent group LG Group with penalties if it fails to respond to their demands.""LG Group knows the impact on consumer demand and the national economy from a liquidation of LG Card,"" said Kim Yungmin, an equity strategist at Dongwon Investment Trust Management.LG Group has said providing further help to the credit card issuer could hurt its corporate credibility and could spark shareholder lawsuits.LG Group has said any package should reflect the firm's new ownership, and it will not accept an unfair burden.Creditors of South Korea's top credit card firm have said they will put the company into liquidation if its ex-parent firm fails to back a bail-out.","['parent', 'package', 'korean', 'korea', 'credit', 'firm', 'group', 'creditors', 'card', 'lg']"
167,"A shareholder in US phone firm MCI has taken legal action to halt a $6.75bn (Â£3.6bn) buyout by telecoms giant Verizon, hoping to get a better deal.The lawsuit was filed on Friday after Qwest Communications, which had an earlier offer for MCI rejected, said it would submit an improved bid.Qwest said on Wednesday that MCI had rejected a deal worth $8bn.However, the firm - now renamed MCI - has put its operations in order and emerged from bankruptcy protection last April.A number of large MCI shareholders expressed unhappiness at the decision, saying that Verizon's offer, made up of cash, shares and dividends, undervalued the company.A takeover of MCI would be the fifth billion-dollar telecoms deal since October as companies look to cut costs and boost client bases.According the legal papers filed in a Delaware court, Verizon is set to pay an """"unconscionable, unfair and grossly inadequate"" sum for MCI, which was formerly known as Worldcom.","['communications', 'rejected', 'shareholders', 'offer', 'friday', 'filed', 'qwest', 'phone', 'verizon', 'mci']"
168,"Manchester United revealed on Sunday that it had received a detailed proposal from Mr Glazer.But it is not yet known whether Mr McManus and Mr Magnier would support a Glazer bid.David Cummings, head of UK equities for Standard Life Investments, said he believed a ""well funded"" 300p a share bid would be enough for Mr Glazer to take control of the club.But the FT said it thought JP Morgan may still have had some role in financing Mr Glazer's latest financial proposal.His previous adviser, JPMorgan, quit last year when Mr Glazer went ahead and voted against the appointment of three United directors to the board, against its advice.Mr Glazer and his family hold a stake of 28.1%.NM Rothschild, the investment bank, is advising Mr Glazer, according to the Financial Times.Mr Glazer's latest move is being led by Mr Glazer's two sons, Avi and Joel, according to the Financial Times.A spokesman for the supporters club said: ""I can't see any difference (compared to Mr Glazer's previous proposals) other than Â£200m less debt.The board of Man Utd is expected to meet early this week to discuss the latest proposal from the US tycoon that values the club at Â£800m ($1.5bn).But the Man Utd supporters club urged the club to reject the new deal.","['mcmanus', 'man', 'bid', 'board', 'manchester', 'mr', 'proposal', 'united', 'club', 'glazer']"
169,"Monsanto also has admitted to paying bribes to a number of other high-ranking officials between 1997 and 2002.A former senior manager at Monsanto directed an Indonesian consulting firm to give a $50,000 bribe to a high-level official in Indonesia's environment ministry in 2002.The US agrochemical giant Monsanto has agreed to pay a $1.5m (Â£799,000) fine for bribing an Indonesian official.Monsanto faced both criminal and civil charges from the Department of Justice and the SEC.Monsanto has agreed to pay $1m to the Department of Justice, adopt internal compliance measures, and co-operate with continuing civil and criminal investigations.Monsanto admitted one of its employees paid the senior official two years ago in a bid to avoid environmental impact studies being conducted on its cotton.","['employees', 'paying', 'responsibility', 'agreed', 'environmental', 'department', 'sec', 'indonesia', 'official', 'monsanto']"
170,"Nigerian banks United Bank of Africa and Standard Trust Bank have agreed plans to merge and create the biggest bank in West Africa.""The boards of United Bank and Standard Trust, at separate meetings yesterday, approved arrangements to merge both institutions,"" Standard Trust said.Standard Trust is smaller but more profitable.","['details', 'west', 'biggest', 'banks', 'africa', 'united', 'merge', 'bank', 'standard', 'trust']"
171,"Overall UK exports - including both goods and services - rose by more than 3.2% to Â£24.8bn, although total imports rose again to a new record of Â£27.9bn.According to the Office for National Statistics, the difference between what the UK exported and imported was Â£3.1bn ($5.8bn), down from October's Â£3.6bn.The UK's deficit with the EU fell to Â£1.9bn from Â£2.1bn, while its non-EU shortfall dropped to Â£2.7bn from Â£2.9bn in October.During November the UK exported Â£16.9bn worth of goods, but imported Â£21.5bn.The deficit for goods alone was Â£4.6bn, down from October's Â£5bn.The cumulative deficit for the first eleven months of 2004 now stands at Â£36.3bn, Â£4.5bn higher than the same period in 2003.November saw an improvement in export levels to both the European Union and the rest of the world, the Office for National Statistics (ONS) said.EU exports rose 2%, fuelled by an increase in sales of chemicals.","['november', 'non', 'rose', 'deficit', 'export', 'imports', 'goods', 'exports', 'uk', 'eu']"
172,"Mr Wang, who is in charge of collecting car parking fees, said his team would be looking at adjusting parking prices to close the gap.Choking traffic jams in Beijing are prompting officials to look at reorganising car parking charges.The trouble is that the high status of car ownership is matched by expensive fees at indoor car parks, making motorists reluctant to use them.Indoor parking bays can cost up to 250% more than outdoor ones.Indoor parking may be costly, but it is not always secure.""The price differences between indoor and outdoor lots are unreasonable,"" said Wang Yan, an official from the Beijing Municipal Commission for Development and Reform quoted in the state-run China Daily newspaper.","['look', 'commission', 'use', 'city', 'authorities', 'near', 'ownership', 'sports', 'team', 'car']"
173,"However, a slower-than-expected fourth quarter points to more modest growth for the trade-driven economy in 2005 as global technology demand falls back.The economy's poor performance in the July to September period followed four consecutive quarters of double-digit growth as Singapore bounced back strongly from the effects of the deadly Sars virus in 2003.The advance, the second-fastest in Asia after China, was led by growth of 13.1% in the key manufacturing sector.""I am surprised at the weak fourth quarter number.That was up from the third quarter, when it fell 3.0%, but was well below analyst forecasts.","['2004', 'trade', 'sector', 'china', 'performance', 'economy', 'growth', 'quarter', 'fourth', 'singapore']"
174,"Delta Air Lines is cutting domestic fares by as much as 50% as part of a plan to ensure its financial survival.Airline shares closed lower on the announcement, with Delta, Continental and American Airlines all falling by more than 7%.Delta, which lost $646m in the three months to September, was forced to cut 6,900 jobs worldwide as part of its aim to slash $5bn from its costs.The airline says no one-way economy fare will now be priced higher than $499 (Â£264), and no first-class fare will be priced higher than $599.It is also eliminating a Saturday-night stay requirement on discount fares and will give further reductions to customers opting for non-refundable tickets, booking in advance and online.","['airlines', 'air', 'shares', 'higher', 'costs', 'forced', 'plan', 'run', 'cuts', 'airline']"
175,"The Newton Aycliffe plant could also be affected by Electrolux's separate announcement that it is to spin-off its outdoor products unit into a new separate company.Electrolux saw its shares rise 14% on Tuesday after it said it would be shifting more of its manufacturing to low-cost countries.The Swedish firm, the world's largest maker of home appliances, said it is to relocate about 10 of its 27 plants in western Europe and North America.The company said it was speeding up its restructuring programme, which aims to save between Â£190m and Â£265m annually from 2009.""We see that about half the plants in high-cost countries - that is around 10 - are at risk,"" said Electrolux chief executive Hans Straberg.","['said', 'company', 'countries', '10', 'cost', 'products', 'separate', 'manufacturing', 'affected', 'europe']"
176,"Cold weather across parts of the United States and much of Europe has pushed US crude oil prices above $50 a barrel for the first time in almost three months.Several Opec members said a cut in production was unlikely, citing rising prices and strong demand for oil from Asia.A barrel of US crude oil closed up $2.80 to $51.15 in New York on Tuesday.""I agree that we do not need to cut supply if the prices are as much as this,"" Fathi Bin Shatwan, Libya's oil minister, told Reuters.""I do not think we need to cut unless the prices are falling below $35 a barrel,"" he added.The decline in the US dollar to a five-week low against the euro has also served to inflate prices.Freezing temperatures and heavy snowfall have increased demand for heating fuel in the US, where stocks are low.","['low', 'temperatures', '50', 'dollar', 'cut', 'opec', 'barrel', 'oil', 'crude', 'prices']"
177,"Meanwhile, the International Monetary Fund (IMF) said damage from the tsunami would cut one percentage point from Sri Lanka's economic growth this year.The IMF said that the Sri Lankan authorities' initial estimates have put the physical damage at $1.3 to $1.5bn, but added that the implications for the economy were much wider than this.President Kumaratunga said it was now important to find a peaceful solution to years of internal conflict.Sri Lanka's president has launched a reconstruction drive worth $3.5bn (Â£1.8bn) by appealing for peace and national unity.Separately, the International Labour Organisation (ILO) said that at least one million people have lost their livelihoods in Sri Lanka and Indonesia alone.The ILO estimated that 400,000 Sri Lankans have lost their jobs, mostly in these three industries.Reconstruction efforts in eastern Sri Lanka have been hampered by tensions between the two sides.Last week, the IMF approved Sri Lanka's request for a freeze on loan repayments.Growth, inflation, the balance of payments and foreign exchange reserves are all expected to show the effects of lost businesses and reconstruction costs.Earnings from tourism this year are expected to be 15% lower than last year.","['lost', 'international', 'imports', 'reserves', 'tsunami', 'damage', 'reconstruction', 'imf', 'lanka', 'sri']"
178,"Simon Rubinsohn, chief economist at Gerrard, said: ""This outturn (of 0.7%) was well ahead of the market expectations and cast doubt on the scare stories doing the rounds surrounding the current state of the UK economy.""The ONS said the services sector, which accounts for nearly three-quarters of the UK economy, grew 1.0% in the quarter.The ONS said a sharp fall in mining and quarrying, which was driven by oil and gas extraction, was primarily responsible for the overall contraction in manufacturing production figures.And he said the GDP figures may help to ""push interest rate expectations a little higher along the curve"".The UK economy grew by an estimated 3.1% in 2004 after accelerating in the last quarter of the year, says the Office for National Statistics (ONS).The annual figure marked out the best year since 2000, and was also well ahead of the 2.2% recorded in 2003.""The fact that other services components are doing so well suggests to me that we are back to trend (growth) and I am not particularly concerned about any further slowdown,"" said Ross Walker, UK economist at RBS Financial Markets.But Steve Radley, chief economist at the manufacturers' organisation EEF, said: ""These figures remain at odds with what is actually happening on the ground.","['economy', 'said', 'economist', 'production', 'figure', 'services', 'quarter', 'recession', 'uk', 'ons']"
179,"The FAO has urged the World Trade Organisation to swiftly conclude negotiations to liberalise trade, easing developing countries' access to the world market.The market situation has divided developing nations in two groups, the FAO said.Trade barriers and subsidies ""severely"" distort the market, the FAO report on the ""State of Agricultural Commodity Markets 2004"" said.It recommends that developing countries reduce their own tariffs to encourage trade and take advantage of market liberalisation.For 43 developing countries, more than 20% of their export incomes come from the sale of just one product.According to the organisation, subsidies and high tariffs have a strong impact on the trade of products such as cotton and rice.","['market', 'food', 'products', 'organisation', 'trade', 'tariffs', 'nations', 'countries', 'subsidies', 'developing']"
180,"Continued obstruction of foreign investment could get in the way not only of privatisation plans, but also of Mr Khatami's hope of modestly reducing the government's reliance on oil revenues.In contrast, oil revenues were expected to fall to $14.1bn from $16bn in the year to March 2005.In an address to the Majlis, Mr Khatami predicted economic growth of 7.1% in 2005-6, up from 6.7% in the current year.Mr Khatami's second term as president ends on 1 August, making this his last budget.""Current government expenditure should come from tax revenues,"" Mr Khatami said.Late last year, they backed a law which would give parliament a veto over foreign investment.Mr Khatami has already been blocked by parliament from reducing the subsidies on many products including bread and petrol, reducing his room to manoeuvre.","['telecoms', 'trillion', 'investment', 'march', 'year', 'current', 'oil', 'mr', 'revenues', 'budget']"
181,"In the Maldives the cost of reconstruction could wipe out economic growth, according to a government spokesman.""Our nation is in peril here,"" said Ahmed Shaheed, the chief government spokesman.Expectations of strong corporate earnings in 2005 drove the Indonesian stock exchange in Jakarta to a record high on Wednesday.In Sri Lanka, some economists have said that as much as 1% of annual growth may be lost.Indonesian, Indian and Hong Kong stock markets reached record highs.""It won't be surprising if the cost exceeds our GDP,"" he said.Shaheed noted that investment in a single tourist resort - the economic mainstay - could run to $40m.He estimated the economic cost of the disaster at hundreds of millions of dollars.Thailand may lose 30bn baht (Â£398m; $768m) in earnings from tourism over the next three months, according to tourism minister Sontaya Kunplome.""Calculators will have to wait,"" said an IMF official in a briefing on Wednesday.However, many experts, including the World Bank, have pointed out that it is still difficult to assess the magnitude of the disaster and its likely economic impact.","['lanka', 'cost', 'asia', 'wednesday', 'impact', 'stock', 'economic', 'affected', 'tourism', 'reconstruction']"
182,"The other is China Construction Bank.The latest scandal at Bank of China will do nothing to reassure foreign investors that China's big four banks are ready for international listings.Bank of China is the country's biggest foreign exchange dealer, while China Construction Bank is the largest deposit holder.Bank of China is one of two frontrunners in the race to list overseas.Although, he committed the offences whilst running Bank of China in New York, Mr Wang was head of China Construction Bank when the scandal broke.Earlier this month, a China Construction Bank branch manager was jailed for life in a separate case.The pair both worked at Bank of China in the northern city of Harbin, the South China Morning Post reported.The most high-profile case involved the ex-president of Bank of China, Wang Xuebing, jailed for 12 years in 2003.Two senior officials at one of China's top commercial banks have reportedly disappeared after funds worth up to $120m (Â£64m) went missing.China's banks used to act as cash offices for state enterprises and did not require checks on credit worthiness.","['listings', 'york', 'scandal', 'list', 'lending', 'construction', 'loans', 'banks', 'bank', 'china']"
183,"He said, ""No country can develop on the basis of foreign investment alone.""India has cleared a proposal allowing up to 100% foreign direct investment in its construction sector.The government proposal states that foreign investment of up to 100% will be allowed on the 'automatic route' in the construction sector, on projects including housing, hotels, resorts, hospitals and educational establishments.Mr Nath also announced plans to allow foreign investors to develop a smaller area of any land they acquired.Mr Majumdar also said an assessment should be made as to whether foreign investment is indeed beneficial to the country - in terms of employment and money generated - or just another way of international companies filling their deep pockets.Analysts say improving India's infrastructure will boost foreign investment in other sectors too.Previously foreign investors had to develop a much larger area, discouraging some from entering the Indian market.","['benefit', 'employment', 'proposal', 'sector', 'investors', 'india', 'indian', 'investment', 'construction', 'foreign']"
184,"China accounted for 20.1% of Japan's trade in 2004, compared with 18.6% for the US.During 2004, Japan's trade surplus grew 17.9% to 12.011 trillion yen, with more than half the surplus, 6.962 trillion yen, accounted for by its trade with the US.It compares with 20,479.5bn yen in trade with the US.China overtook the US to become Japan's biggest trading partner in 2004, according to numbers released by Japan's Finance Ministry on Wednesday.This is the highest figure for Japanese trade with China since records began in 1947.In 2003, the US was ahead with 20.5% and China came second with 19.2%.","['exports', 'japanese', 'imports', 'grew', 'trillion', '2004', 'yen', 'trade', 'japan', 'china']"
185,"More than 800,000 Britannia Building Society members are to receive a profit share worth on average Â£52 each.Last year, Britannia members shared Â£42m, but the average payment was only Â£38.Britannia has also stopped making payments to members if they are worth less than Â£5.To qualify for the profit share, members must have either a mortgage, or an investment account other than a deposit account.To qualify for this year's payment, customers must have been members for at least two years on 31 December 2004.","['year', 'worth', 'customers', 'average', 'building', 'account', 'payment', 'profit', 'share', 'members']"
186,"A Â£1.3bn offer from Deutsche Boerse has already been rejected, while Euronext has said it will make an all cash bid.Both Deutsche Boerse and rival Euronext held talks with the London market last week over a possible offer.However, the Sunday Telegraph report added that there are signs that Deutsche Boerse chief executive Werner Seifert is becoming increasingly impatient with the LSE's managed bid process.Speculation suggests that Paris-based Euronext has the facilities in place to make a bid of Â£1.4bn, while its German rival may up its bid to the Â£1.5bn mark.The newspaper also claimed Mr Seifert was becoming ""increasingly frustrated"" with the pace of negotiations since Deutsche Boerse's Â£1.3bn offer was rejected in mid-December, in particular the LSE's decision to suspend talks over the Christmas period.Unions for Deutsche Boerse staff in Frankfurt have reportedly expressed fears that up to 300 jobs would be moved to London if the takeover is successful.","['control', 'german', 'talks', 'newspaper', 'london', 'offer', 'bid', 'deutsche', 'boerse', 'lse']"
187,"Chile's copper industry has registered record earnings of $14.2bn in 2004, the governmental Chilean Copper Commission (Cochilco) has reported.The copper price reached a 16-year high in October 2004.Chile, the biggest copper producer in the world, is now analyzing ways of to keep prices stable at their current high levels, without killing off demand or leading customers to look for substitutes for copper.Cochilco expects for 2005 a slight reduction on copper prices and forecasts export earnings will fall 10.7%.Strong demand from China's fast-growing economy and high prices have fuelled production, said Cochilco vice president Patricio Cartagena.","['demand', 'record', 'earnings', 'high', 'prices', 'industry', 'expects', 'projects', 'production', 'copper']"
188,"Strong sales outside western Europe helped Renault boost its profits by more than 40% in 2004 although the firm warned of lower margins this year.Chairman Louis Schweitzer said 2004 had been a ""great year"" for the firm.Renault said the outlook for the industry in Europe this year was ""stable"", with small growth forecast in other regions.The firm said strong demand outside western Europe and the good performance of its Megane range lifted its results.Japanese carmaker Nissan - in which Renault owns a 44% stake - contributed 1.7bn euros in net income over the year.In total, sales outside western Europe - Renault's core market - rose 16.5%.","['net', 'strong', 'carmaker', 'firm', 'euros', 'year', 'europe', 'sales', 'western', 'outside']"
189,"US growth would reach 4.4% in 2004, but fall to 3.3% next year from a previous estimate of 3.7%, the OECD said.But the outlook was worst for the 12-member eurozone bloc, with already sluggish growth forecasts slipping to 1.8% from 2.0% this year and 1.9% from 2.4% in 2005, the OECD said.Overall, the report forecast total growth of 3.6% in 2004 for the 30 member countries of the OECD, slipping to 2.9% next year before recovering to 3.1% in 2006.The soaring cost of oil has hit global economic growth, although world's major economies should weather the storm of price rises, according to the OECD.""The recovery that was underway, and has been interrupted a bit by the oil shock this year, would then regain momentum in the course of 2005.""If the oil price does not rise any further, then we think the shock can be absorbed within the next few quarters,"" Vincent Koen, a senior economist with the OECD, told the BBC's World Business Report.A dip in oil prices and improving jobs prospects would improve consumer confidence and spending, the OECD said.","['44', 'economy', 'eurozone', 'recovery', 'price', 'report', 'world', 'growth', 'oil', 'oecd']"
